time,G(i) (Globalstrahlung),H_sun (Sonnenscheindauer in min),T2m (Temperatur),WS10m (Windgeschwindigkeit)
20220125:1310,48.53,17.54,2.78,0.48
20220125:1410,35.71,13.04,2.91,0.48
20220125:1510,28.39,6.73,2.88,0.34
20220125:1610,0.0,0.0,2.65,0.34
20220125:1710,0.0,0.0,2.37,0.69
20220125:1810,0.0,0.0,2.07,0.83
20220125:1910,0.0,0.0,1.81,0.76
20220125:2010,0.0,0.0,1.47,0.76
20220125:2110,0.0,0.0,1.21,0.69
20220125:2210,0.0,0.0,1.22,0.48
20220125:2310,0.0,0.0,1.23,0.34
20220126:0010,0.0,0.0,1.14,0.14
20220126:0110,0.0,0.0,0.85,0.55
20220126:0210,0.0,0.0,0.91,0.76
20220126:0310,0.0,0.0,0.8,0.69
20220126:0410,0.0,0.0,0.85,0.83
20220126:0510,0.0,0.0,0.73,1.03
20220126:0610,0.0,0.0,0.71,1.45
20220126:0710,0.0,0.0,0.7,1.66
20220126:0810,35.68,6.12,0.73,2.34
20220126:0910,34.8,12.62,0.93,2.83
20220126:1010,43.04,17.37,1.28,2.97
20220126:1110,49.45,19.95,1.72,2.69
20220126:1210,34.8,20.1,2.21,2.69
20220126:1310,28.39,17.8,2.54,3.03
20220126:1410,43.04,13.29,2.53,2.97
20220126:1510,9.16,6.97,2.39,2.83
20220126:1610,0.0,0.0,2.21,2.34
20220126:1710,0.0,0.0,1.83,2.34
20220126:1810,0.0,0.0,1.72,2.55
20220126:1910,0.0,0.0,1.14,2.41
20220126:2010,0.0,0.0,1.08,2.48
20220126:2110,0.0,0.0,1.09,2.76
20220126:2210,0.0,0.0,1.16,2.55
20220126:2310,0.0,0.0,0.9,2.9
20220127:0010,0.0,0.0,1.07,2.9
20220127:0110,0.0,0.0,1.08,2.97
20220127:0210,0.0,0.0,1.4,3.31
20220127:0310,0.0,0.0,1.7,3.45
20220127:0410,0.0,0.0,2.1,3.52
20220127:0510,0.0,0.0,2.7,3.86
20220127:0610,0.0,0.0,3.19,4.14
20220127:0710,0.0,0.0,2.86,4.0
20220127:0810,6.41,6.31,3.15,4.28
20220127:0910,60.44,12.83,3.94,4.83
20220127:1010,80.59,17.6,4.48,5.17
20220127:1110,37.55,20.2,4.89,5.38
20220127:1210,30.22,20.36,5.23,5.45
20220127:1310,48.53,18.06,5.72,5.45
20220127:1410,64.1,13.54,6.07,5.24
20220127:1510,129.77,7.22,6.39,5.24
20220127:1610,0.0,0.0,6.52,5.17
20220127:1710,0.0,0.0,6.74,5.38
20220127:1810,0.0,0.0,6.56,5.79
20220127:1910,0.0,0.0,5.97,5.86
20220127:2010,0.0,0.0,5.62,5.72
20220127:2110,0.0,0.0,5.05,5.17
20220127:2210,0.0,0.0,4.67,4.76
20220127:2310,0.0,0.0,4.38,5.03
20220128:0010,0.0,0.0,4.03,4.97
20220128:0110,0.0,0.0,3.8,5.17
20220128:0210,0.0,0.0,3.69,4.97
20220128:0310,0.0,0.0,3.4,4.62
20220128:0410,0.0,0.0,3.03,4.34
20220128:0510,0.0,0.0,2.88,4.07
20220128:0610,0.0,0.0,2.65,3.79
20220128:0710,0.0,0.0,2.72,3.38
20220128:0810,277.93,6.51,2.58,3.24
20220128:0910,344.79,13.05,3.42,3.1
20220128:1010,444.42,17.84,4.18,4.14
20220128:1110,299.55,20.45,4.96,4.41
20220128:1210,96.15,20.62,5.57,4.21
20220128:1310,406.5,18.32,5.79,3.72
20220128:1410,231.29,13.81,5.8,3.31
20220128:1510,227.65,7.47,5.64,2.55
20220128:1610,0.0,0.0,5.08,2.14
20220128:1710,0.0,0.0,4.29,2.0
20220128:1810,0.0,0.0,4.18,2.07
20220128:1910,0.0,0.0,4.55,2.62
20220128:2010,0.0,0.0,4.56,3.03
20220128:2110,0.0,0.0,4.58,3.31
20220128:2210,0.0,0.0,4.36,3.45
20220128:2310,0.0,0.0,4.29,3.45
20220129:0010,0.0,0.0,4.33,3.66
20220129:0110,0.0,0.0,4.36,4.0
20220129:0210,0.0,0.0,4.5,4.14
20220129:0310,0.0,0.0,4.68,3.86
20220129:0410,0.0,0.0,4.9,3.79
20220129:0510,0.0,0.0,5.21,3.86
20220129:0610,0.0,0.0,5.53,4.0
20220129:0710,0.0,0.0,5.62,4.34
20220129:0810,37.96,6.72,6.0,4.62
20220129:0910,62.27,13.28,6.53,4.83
20220129:1010,243.96,18.08,7.08,5.1
20220129:1110,78.75,20.71,7.68,5.38
20220129:1210,45.79,20.89,8.09,5.72
20220129:1310,53.11,18.59,8.54,6.0
20220129:1410,84.35,14.07,8.88,6.41
20220129:1510,8.24,7.73,9.01,6.55
20220129:1610,0.0,0.0,9.26,6.76
20220129:1710,0.0,0.0,9.39,6.97
20220129:1810,0.0,0.0,9.39,7.31
20220129:1910,0.0,0.0,9.05,7.45
20220129:2010,0.0,0.0,8.82,6.69
20220129:2110,0.0,0.0,8.34,6.14
20220129:2210,0.0,0.0,7.56,5.79
20220129:2310,0.0,0.0,6.95,5.59
20220130:0010,0.0,0.0,6.26,5.45
20220130:0110,0.0,0.0,5.85,5.38
20220130:0210,0.0,0.0,5.35,5.31
20220130:0310,0.0,0.0,4.99,5.24
20220130:0410,0.0,0.0,4.52,5.17
20220130:0510,0.0,0.0,4.44,5.1
20220130:0610,0.0,0.0,4.14,4.83
20220130:0710,0.0,0.0,3.75,4.41
20220130:0810,108.68,6.93,3.71,4.34
20220130:0910,311.64,13.51,4.2,3.93
20220130:1010,421.44,18.33,4.95,4.83
20220130:1110,195.16,20.98,5.61,5.93
20220130:1210,99.82,21.16,6.01,5.79
20220130:1310,95.33,18.87,6.16,5.59
20220130:1410,118.79,14.34,6.21,5.1
20220130:1510,252.55,7.99,5.94,3.93
20220130:1610,0.0,0.0,5.02,2.97
20220130:1710,0.0,0.0,3.83,2.34
20220130:1810,0.0,0.0,2.88,2.21
20220130:1910,0.0,0.0,2.7,1.93
20220130:2010,0.0,0.0,2.53,2.07
20220130:2110,0.0,0.0,2.24,2.28
20220130:2210,0.0,0.0,2.01,2.28
20220130:2310,0.0,0.0,2.13,2.55
20220131:0010,0.0,0.0,2.48,3.59
20220131:0110,0.0,0.0,2.37,3.86
20220131:0210,0.0,0.0,3.02,4.48
20220131:0310,0.0,0.0,3.4,4.97
20220131:0410,0.0,0.0,3.19,6.14
20220131:0510,0.0,0.0,3.57,6.48
20220131:0610,0.0,0.0,3.79,7.59
20220131:0710,0.0,0.0,3.85,6.55
20220131:0810,70.26,7.14,3.68,7.31
20220131:0910,64.1,13.74,3.5,7.79
20220131:1010,80.59,18.59,3.6,8.14
20220131:1110,65.02,21.25,3.58,8.28
20220131:1210,91.57,21.44,3.55,8.48
20220131:1310,83.33,19.15,4.41,9.31
20220131:1410,62.27,14.61,4.28,8.21
20220131:1510,51.32,8.25,4.15,7.93
20220131:1610,0.0,0.0,4.0,7.45
20220131:1710,0.0,0.0,4.04,7.03
20220131:1810,0.0,0.0,4.06,7.03
20220131:1910,0.0,0.0,3.25,6.34
20220131:2010,0.0,0.0,3.64,6.34
20220131:2110,0.0,0.0,3.49,6.55
20220131:2210,0.0,0.0,3.16,5.72
20220131:2310,0.0,0.0,2.8,4.97
20220201:0010,0.0,0.0,2.77,5.66
20220201:0110,0.0,0.0,2.5,5.17
20220201:0210,0.0,0.0,1.98,4.34
20220201:0310,0.0,0.0,1.42,4.07
20220201:0410,0.0,0.0,1.47,3.79
20220201:0510,0.0,0.0,1.62,3.72
20220201:0610,0.0,0.0,1.87,4.14
20220201:0710,0.0,0.0,2.01,4.0
20220201:0810,96.02,7.37,2.36,3.79
20220201:0910,87.74,13.98,2.77,4.21
20220201:1010,77.84,18.85,3.27,4.83
20220201:1110,90.66,21.53,3.97,5.17
20220201:1210,42.12,21.73,4.48,5.66
20220201:1310,63.19,19.43,5.08,6.14
20220201:1410,79.08,14.89,5.74,6.48
20220201:1510,22.89,8.51,6.42,6.69
20220201:1610,0.0,0.0,7.04,7.1
20220201:1710,0.0,0.0,7.42,7.59
20220201:1810,0.0,0.0,7.44,7.45
20220201:1910,0.0,0.0,7.19,6.76
20220201:2010,0.0,0.0,7.02,6.48
20220201:2110,0.0,0.0,6.72,6.21
20220201:2210,0.0,0.0,6.51,5.86
20220201:2310,0.0,0.0,6.31,5.72
20220202:0010,0.0,0.0,6.53,5.79
20220202:0110,0.0,0.0,6.31,5.86
20220202:0210,0.0,0.0,6.12,5.86
20220202:0310,0.0,0.0,5.9,5.93
20220202:0410,0.0,0.0,5.72,5.86
20220202:0510,0.0,0.0,5.51,5.45
20220202:0610,0.0,0.0,5.32,5.24
20220202:0710,0.0,0.0,5.6,5.45
20220202:0810,272.09,7.59,5.77,5.66
20220202:0910,478.58,14.23,5.83,5.59
20220202:1010,326.02,19.12,6.39,4.9
20220202:1110,0.0,0.0,7.03,5.24
20220202:1210,43.04,22.02,7.3,5.1
20220202:1310,331.29,19.72,7.68,4.34
20220202:1410,526.71,15.16,7.88,4.48
20220202:1510,305.69,8.78,7.71,3.17
20220202:1610,0.0,0.0,7.06,2.48
20220202:1710,0.0,0.0,6.22,2.28
20220202:1810,0.0,0.0,5.73,2.07
20220202:1910,0.0,0.0,6.04,1.59
20220202:2010,0.0,0.0,6.15,1.59
20220202:2110,0.0,0.0,6.41,1.52
20220202:2210,0.0,0.0,6.62,1.66
20220202:2310,0.0,0.0,6.82,1.86
20220203:0010,0.0,0.0,7.04,2.0
20220203:0110,0.0,0.0,7.23,2.21
20220203:0210,0.0,0.0,7.43,2.55
20220203:0310,0.0,0.0,7.52,2.9
20220203:0410,0.0,0.0,7.4,2.9
20220203:0510,0.0,0.0,7.28,2.62
20220203:0610,0.0,0.0,7.14,2.55
20220203:0710,0.0,0.0,6.72,2.21
20220203:0810,28.39,7.83,6.92,2.21
20220203:0910,63.19,14.49,7.28,2.48
20220203:1010,58.61,19.39,7.65,3.17
20220203:1110,65.93,22.09,7.88,3.59
20220203:1210,147.25,22.31,7.78,2.9
20220203:1310,89.74,20.01,7.79,2.97
20220203:1410,104.95,15.45,7.63,2.76
20220203:1510,21.06,9.05,7.13,2.76
20220203:1610,0.0,0.0,6.7,2.69
20220203:1710,0.0,0.0,6.22,2.62
20220203:1810,0.0,0.0,6.07,2.62
20220203:1910,0.0,0.0,5.72,2.62
20220203:2010,0.0,0.0,5.73,2.69
20220203:2110,0.0,0.0,5.81,2.76
20220203:2210,0.0,0.0,5.9,2.76
20220203:2310,0.0,0.0,5.94,2.69
20220204:0010,0.0,0.0,6.03,2.9
20220204:0110,0.0,0.0,6.11,2.97
20220204:0210,0.0,0.0,6.06,3.1
20220204:0310,0.0,0.0,5.88,3.24
20220204:0410,0.0,0.0,6.0,3.38
20220204:0510,0.0,0.0,6.23,3.31
20220204:0610,0.0,0.0,6.4,3.17
20220204:0710,0.0,0.0,6.53,3.31
20220204:0810,38.94,8.07,6.85,3.59
20220204:0910,199.66,14.74,7.23,4.0
20220204:1010,181.05,19.67,7.5,4.48
20220204:1110,46.7,22.39,7.74,4.55
20220204:1210,46.7,22.61,8.24,5.17
20220204:1310,70.51,20.3,8.54,5.17
20220204:1410,73.26,15.73,8.55,5.52
20220204:1510,14.65,9.32,8.3,6.14
20220204:1610,0.0,0.0,7.85,6.48
20220204:1710,0.0,0.0,7.22,8.0
20220204:1810,0.0,0.0,3.92,7.17
20220204:1910,0.0,0.0,3.13,5.38
20220204:2010,0.0,0.0,2.82,4.62
20220204:2110,0.0,0.0,2.44,4.62
20220204:2210,0.0,0.0,2.58,4.9
20220204:2310,0.0,0.0,2.69,4.9
20220205:0010,0.0,0.0,2.53,4.69
20220205:0110,0.0,0.0,2.5,4.48
20220205:0210,0.0,0.0,2.31,4.28
20220205:0310,0.0,0.0,2.21,4.28
20220205:0410,0.0,0.0,2.27,4.34
20220205:0510,0.0,0.0,2.36,4.41
20220205:0610,0.0,0.0,2.0,4.14
20220205:0710,0.0,0.0,2.04,3.86
20220205:0810,314.9,8.31,2.23,3.59
20220205:0910,579.07,15.01,3.18,3.31
20220205:1010,670.49,19.95,4.15,5.31
20220205:1110,373.95,22.68,5.13,5.66
20220205:1210,627.1,22.91,5.59,5.79
20220205:1310,576.67,20.6,5.94,5.93
20220205:1410,364.32,16.02,6.14,5.93
20220205:1510,235.96,9.6,5.99,5.24
20220205:1610,0.92,1.81,5.48,4.76
20220205:1710,0.0,0.0,5.1,4.9
20220205:1810,0.0,0.0,5.22,5.24
20220205:1910,0.0,0.0,5.53,5.72
20220205:2010,0.0,0.0,5.86,6.0
20220205:2110,0.0,0.0,6.01,6.28
20220205:2210,0.0,0.0,6.12,6.41
20220205:2310,0.0,0.0,6.16,6.55
20220206:0010,0.0,0.0,6.1,6.83
20220206:0110,0.0,0.0,5.68,7.31
20220206:0210,0.0,0.0,5.68,7.45
20220206:0310,0.0,0.0,5.84,7.45
20220206:0410,0.0,0.0,5.82,7.59
20220206:0510,0.0,0.0,5.92,7.79
20220206:0610,0.0,0.0,5.92,7.72
20220206:0710,0.0,0.0,6.19,7.59
20220206:0810,30.22,8.56,6.38,7.93
20220206:0910,74.41,15.28,6.49,8.07
20220206:1010,70.51,20.24,6.39,8.14
20220206:1110,64.1,22.99,6.16,8.55
20220206:1210,84.25,23.22,6.26,9.24
20220206:1310,66.85,20.91,6.68,9.59
20220206:1410,39.38,16.31,7.82,9.17
20220206:1510,21.06,9.88,7.63,8.07
20220206:1610,1.83,2.08,6.77,7.38
20220206:1710,0.0,0.0,6.25,6.55
20220206:1810,0.0,0.0,5.6,7.24
20220206:1910,0.0,0.0,5.86,7.03
20220206:2010,0.0,0.0,5.16,6.83
20220206:2110,0.0,0.0,4.63,6.83
20220206:2210,0.0,0.0,3.63,7.52
20220206:2310,0.0,0.0,2.8,6.69
20220207:0010,0.0,0.0,2.43,6.9
20220207:0110,0.0,0.0,2.47,6.62
20220207:0210,0.0,0.0,2.39,6.34
20220207:0310,0.0,0.0,2.45,6.07
20220207:0410,0.0,0.0,2.45,6.14
20220207:0510,0.0,0.0,2.34,5.93
20220207:0610,0.0,0.0,2.34,5.79
20220207:0710,0.0,0.0,2.33,5.52
20220207:0810,116.68,8.82,2.84,5.38
20220207:0910,231.3,15.55,3.69,4.41
20220207:1010,773.04,20.53,4.71,5.1
20220207:1110,153.24,23.29,5.75,7.17
20220207:1210,48.53,23.53,6.09,6.76
20220207:1310,77.84,21.21,6.33,6.55
20220207:1410,191.33,16.61,6.3,5.86
20220207:1510,103.36,10.16,6.3,5.31
20220207:1610,1.83,2.34,5.62,4.14
20220207:1710,0.0,0.0,4.82,3.66
20220207:1810,0.0,0.0,3.88,3.24
20220207:1910,0.0,0.0,3.34,3.17
20220207:2010,0.0,0.0,2.82,2.9
20220207:2110,0.0,0.0,2.43,2.9
20220207:2210,0.0,0.0,2.83,2.83
20220207:2310,0.0,0.0,3.05,2.83
20220208:0010,0.0,0.0,3.61,2.97
20220208:0110,0.0,0.0,4.46,3.17
20220208:0210,0.0,0.0,5.28,3.59
20220208:0310,0.0,0.0,5.91,3.93
20220208:0410,0.0,0.0,6.45,4.28
20220208:0510,0.0,0.0,6.79,4.41
20220208:0610,0.0,0.0,6.98,4.34
20220208:0710,0.0,0.0,7.1,4.48
20220208:0810,24.73,9.08,7.37,4.34
20220208:0910,96.82,15.83,7.7,4.41
20220208:1010,79.67,20.83,8.01,4.69
20220208:1110,105.31,23.6,8.49,4.69
20220208:1210,125.23,23.84,8.7,4.76
20220208:1310,99.82,21.52,9.04,4.28
20220208:1410,118.72,16.9,9.35,3.72
20220208:1510,95.32,10.44,9.3,3.59
20220208:1610,1.83,2.61,9.21,3.45
20220208:1710,0.0,0.0,8.85,3.38
20220208:1810,0.0,0.0,8.7,3.31
20220208:1910,0.0,0.0,8.35,3.24
20220208:2010,0.0,0.0,8.25,2.97
20220208:2110,0.0,0.0,8.09,2.97
20220208:2210,0.0,0.0,8.13,3.1
20220208:2310,0.0,0.0,8.04,3.17
20220209:0010,0.0,0.0,7.95,3.24
20220209:0110,0.0,0.0,7.91,3.24
20220209:0210,0.0,0.0,7.82,3.24
20220209:0310,0.0,0.0,7.4,3.1
20220209:0410,0.0,0.0,7.29,3.03
20220209:0510,0.0,0.0,7.23,3.03
20220209:0610,0.0,0.0,7.27,3.1
20220209:0710,0.0,0.0,7.42,2.97
20220209:0810,10.07,9.34,7.56,2.97
20220209:0910,73.26,16.12,8.27,2.76
20220209:1010,69.6,21.13,9.12,4.34
20220209:1110,98.9,23.92,9.95,4.55
20220209:1210,73.26,24.16,10.33,3.93
20220209:1310,47.62,21.84,10.98,4.14
20220209:1410,71.43,17.2,11.21,3.59
20220209:1510,119.89,10.72,11.26,2.76
20220209:1610,4.58,2.88,10.28,1.79
20220209:1710,0.0,0.0,9.12,1.52
20220209:1810,0.0,0.0,7.83,1.1
20220209:1910,0.0,0.0,8.65,0.48
20220209:2010,0.0,0.0,8.09,0.62
20220209:2110,0.0,0.0,5.19,1.59
20220209:2210,0.0,0.0,4.51,1.38
20220209:2310,0.0,0.0,4.02,1.38
20220210:0010,0.0,0.0,3.01,1.72
20220210:0110,0.0,0.0,2.5,1.86
20220210:0210,0.0,0.0,2.08,2.07
20220210:0310,0.0,0.0,2.19,2.07
20220210:0410,0.0,0.0,1.98,2.28
20220210:0510,0.0,0.0,2.24,2.41
20220210:0610,0.0,0.0,3.48,2.41
20220210:0710,0.0,0.0,4.02,2.07
20220210:0810,10.07,9.61,5.04,2.28
20220210:0910,64.1,16.41,5.86,2.48
20220210:1010,60.44,21.44,7.06,3.1
20220210:1110,49.45,24.24,7.58,4.55
20220210:1210,42.12,24.49,7.29,3.86
20220210:1310,40.29,22.15,7.24,3.72
20220210:1410,32.05,17.51,7.02,2.48
20220210:1510,41.21,11.01,6.88,2.0
20220210:1610,5.49,3.15,6.48,2.41
20220210:1710,0.0,0.0,5.81,2.34
20220210:1810,0.0,0.0,5.26,1.93
20220210:1910,0.0,0.0,5.47,1.93
20220210:2010,0.0,0.0,5.13,2.41
20220210:2110,0.0,0.0,4.48,3.66
20220210:2210,0.0,0.0,3.43,3.1
20220210:2310,0.0,0.0,2.99,2.48
20220211:0010,0.0,0.0,2.8,2.76
20220211:0110,0.0,0.0,2.6,2.97
20220211:0210,0.0,0.0,2.5,3.45
20220211:0310,0.0,0.0,1.96,3.72
20220211:0410,0.0,0.0,1.66,4.28
20220211:0510,0.0,0.0,1.89,4.9
20220211:0610,0.0,0.0,1.99,5.45
20220211:0710,0.92,1.81,1.81,4.9
20220211:0810,150.81,9.89,2.34,5.1
20220211:0910,334.29,16.7,3.2,4.9
20220211:1010,483.99,21.75,4.32,5.17
20220211:1110,755.73,24.56,4.92,5.1
20220211:1210,296.5,24.81,5.68,5.1
20220211:1310,260.94,22.47,6.16,5.03
20220211:1410,644.81,17.81,6.18,4.76
20220211:1510,351.66,11.3,5.78,4.28
20220211:1610,18.4,3.42,4.98,3.17
20220211:1710,0.0,0.0,3.87,2.34
20220211:1810,0.0,0.0,2.95,2.0
20220211:1910,0.0,0.0,1.5,1.66
20220211:2010,0.0,0.0,0.88,1.31
20220211:2110,0.0,0.0,0.77,1.24
20220211:2210,0.0,0.0,0.43,1.24
20220211:2310,0.0,0.0,-0.03,1.45
20220212:0010,0.0,0.0,-0.42,1.79
20220212:0110,0.0,0.0,-0.29,1.93
20220212:0210,0.0,0.0,-0.61,2.07
20220212:0310,0.0,0.0,-0.95,2.21
20220212:0410,0.0,0.0,-1.35,2.34
20220212:0510,0.0,0.0,-1.07,2.28
20220212:0610,0.0,0.0,-1.39,2.41
20220212:0710,0.92,2.08,-1.7,2.69
20220212:0810,155.27,10.17,-0.72,2.76
20220212:0910,326.03,17.0,1.16,3.03
20220212:1010,747.15,22.07,2.71,3.66
20220212:1110,901.53,24.89,4.06,4.0
20220212:1210,916.93,25.15,5.04,4.28
20220212:1310,827.54,22.79,5.6,4.34
20220212:1410,623.23,18.12,5.77,4.21
20220212:1510,400.95,11.59,5.61,3.72
20220212:1610,27.04,3.7,4.54,3.38
20220212:1710,0.0,0.0,2.9,3.38
20220212:1810,0.0,0.0,1.82,3.45
20220212:1910,0.0,0.0,1.52,3.72
20220212:2010,0.0,0.0,1.01,3.59
20220212:2110,0.0,0.0,0.58,3.59
20220212:2210,0.0,0.0,0.27,3.45
20220212:2310,0.0,0.0,0.1,3.24
20220213:0010,0.0,0.0,-0.07,3.1
20220213:0110,0.0,0.0,-0.35,3.03
20220213:0210,0.0,0.0,-0.52,3.03
20220213:0310,0.0,0.0,-0.62,3.1
20220213:0410,0.0,0.0,-0.7,3.03
20220213:0510,0.0,0.0,-0.79,3.03
20220213:0610,0.0,0.0,-0.78,3.1
20220213:0710,4.58,2.34,-0.39,3.31
20220213:0810,351.82,10.46,0.76,3.17
20220213:0910,569.59,17.3,3.08,3.17
20220213:1010,776.38,22.39,5.4,3.79
20220213:1110,802.39,25.23,7.2,4.21
20220213:1210,687.85,25.48,8.57,4.62
20220213:1310,752.36,23.12,9.38,5.03
20220213:1410,456.58,18.43,9.55,5.03
20220213:1510,368.76,11.88,9.23,5.17
20220213:1610,13.74,3.97,8.59,5.03
20220213:1710,0.0,0.0,7.72,4.97
20220213:1810,0.0,0.0,7.24,5.1
20220213:1910,0.0,0.0,6.65,5.45
20220213:2010,0.0,0.0,6.42,5.59
20220213:2110,0.0,0.0,6.35,5.72
20220213:2210,0.0,0.0,6.4,5.79
20220213:2310,0.0,0.0,6.57,5.66
20220214:0010,0.0,0.0,6.81,5.52
20220214:0110,0.0,0.0,7.15,5.52
20220214:0210,0.0,0.0,7.19,5.52
20220214:0310,0.0,0.0,7.23,5.52
20220214:0410,0.0,0.0,7.16,5.59
20220214:0510,0.0,0.0,7.2,5.66
20220214:0610,0.0,0.0,7.46,5.72
20220214:0710,1.83,2.62,7.96,5.79
20220214:0810,125.22,10.75,8.71,5.86
20220214:0910,216.08,17.61,9.5,5.86
20220214:1010,362.05,22.72,10.04,5.66
20220214:1110,189.58,25.56,10.07,4.97
20220214:1210,363.4,25.82,10.47,4.76
20220214:1310,575.38,23.45,11.03,4.97
20220214:1410,247.81,18.74,11.05,4.34
20220214:1510,152.4,12.17,10.69,3.38
20220214:1610,7.33,4.25,9.93,3.17
20220214:1710,0.0,0.0,8.68,2.83
20220214:1810,0.0,0.0,7.62,2.76
20220214:1910,0.0,0.0,7.01,3.1
20220214:2010,0.0,0.0,6.61,2.97
20220214:2110,0.0,0.0,5.83,2.9
20220214:2210,0.0,0.0,5.31,2.83
20220214:2310,0.0,0.0,5.22,2.69
20220215:0010,0.0,0.0,5.3,2.48
20220215:0110,0.0,0.0,5.67,2.55
20220215:0210,0.0,0.0,5.53,2.69
20220215:0310,0.0,0.0,5.31,2.69
20220215:0410,0.0,0.0,4.78,2.62
20220215:0510,0.0,0.0,4.74,2.69
20220215:0610,0.0,0.0,4.99,3.03
20220215:0710,8.24,2.9,4.25,2.76
20220215:0810,296.47,11.04,4.44,2.97
20220215:0910,491.73,17.93,5.17,4.62
20220215:1010,164.89,23.05,5.9,4.76
20220215:1110,252.28,25.9,6.4,5.31
20220215:1210,352.05,26.16,7.11,5.31
20220215:1310,778.9,23.78,7.65,4.9
20220215:1410,589.79,19.05,8.4,5.38
20220215:1510,421.14,12.46,8.57,4.62
20220215:1610,14.65,4.52,8.13,4.28
20220215:1710,0.0,0.0,7.67,4.69
20220215:1810,0.0,0.0,7.54,5.24
20220215:1910,0.0,0.0,7.2,5.59
20220215:2010,0.0,0.0,6.93,5.72
20220215:2110,0.0,0.0,6.75,5.86
20220215:2210,0.0,0.0,6.9,6.14
20220215:2310,0.0,0.0,7.01,6.14
20220216:0010,0.0,0.0,7.08,6.07
20220216:0110,0.0,0.0,7.18,6.0
20220216:0210,0.0,0.0,7.32,5.93
20220216:0310,0.0,0.0,7.51,5.86
20220216:0410,0.0,0.0,7.75,5.79
20220216:0510,0.0,0.0,7.95,5.66
20220216:0610,0.0,0.0,8.09,5.59
20220216:0710,3.66,3.18,8.23,6.34
20220216:0810,74.0,11.34,8.61,6.55
20220216:0910,161.64,18.24,9.2,6.76
20220216:1010,61.36,23.38,10.05,6.83
20220216:1110,119.05,26.25,10.85,6.41
20220216:1210,142.03,26.5,11.47,6.28
20220216:1310,59.52,24.11,11.98,6.55
20220216:1410,49.45,19.37,12.0,6.97
20220216:1510,15.57,12.76,11.74,6.76
20220216:1610,3.66,4.8,11.85,6.83
20220216:1710,0.0,0.0,11.69,6.48
20220216:1810,0.0,0.0,11.96,7.24
20220216:1910,0.0,0.0,11.85,8.28
20220216:2010,0.0,0.0,12.09,9.1
20220216:2110,0.0,0.0,12.13,9.45
20220216:2210,0.0,0.0,12.23,9.66
20220216:2310,0.0,0.0,12.26,9.79
20220217:0010,0.0,0.0,12.17,9.93
20220217:0110,0.0,0.0,11.67,10.14
20220217:0210,0.0,0.0,10.75,10.0
20220217:0310,0.0,0.0,9.97,9.86
20220217:0410,0.0,0.0,9.32,9.72
20220217:0510,0.0,0.0,8.64,9.31
20220217:0610,0.0,0.0,8.15,9.1
20220217:0710,6.41,3.47,7.94,8.83
20220217:0810,180.17,11.64,7.71,8.55
20220217:0910,172.13,18.56,7.97,7.93
20220217:1010,320.53,23.72,8.45,7.38
20220217:1110,819.41,26.6,9.16,8.41
20220217:1210,807.63,26.85,9.64,8.48
20220217:1310,753.9,24.45,9.88,8.48
20220217:1410,597.05,19.68,9.76,8.55
20220217:1510,122.69,13.06,9.53,8.0
20220217:1610,139.99,5.08,8.85,7.17
20220217:1710,0.0,0.0,8.23,6.14
20220217:1810,0.0,0.0,7.61,5.1
20220217:1910,0.0,0.0,7.04,4.41
20220217:2010,0.0,0.0,6.97,4.34
20220217:2110,0.0,0.0,6.52,4.55
20220217:2210,0.0,0.0,6.34,4.21
20220217:2310,0.0,0.0,6.31,4.14
20220218:0010,0.0,0.0,6.27,4.14
20220218:0110,0.0,0.0,6.33,4.0
20220218:0210,0.0,0.0,5.99,3.38
20220218:0310,0.0,0.0,5.81,2.9
20220218:0410,0.0,0.0,5.99,2.83
20220218:0510,0.0,0.0,6.17,3.24
20220218:0610,0.0,0.0,6.5,4.0
20220218:0710,6.41,3.76,6.82,4.9
20220218:0810,59.74,11.95,7.79,5.24
20220218:0910,43.96,18.89,9.32,5.59
20220218:1010,103.48,24.06,10.51,5.86
20220218:1110,199.23,26.95,11.14,6.48
20220218:1210,44.87,27.2,11.84,7.72
20220218:1310,112.64,24.78,12.21,8.55
20220218:1410,100.4,20.0,12.09,9.1
20220218:1510,33.88,13.35,11.33,10.0
20220218:1610,27.67,5.36,10.08,10.0
20220218:1710,0.0,0.0,9.2,11.24
20220218:1810,0.0,0.0,8.55,11.59
20220218:1910,0.0,0.0,8.54,11.03
20220218:2010,0.0,0.0,7.75,10.28
20220218:2110,0.0,0.0,7.13,9.52
20220218:2210,0.0,0.0,6.58,9.52
20220218:2310,0.0,0.0,5.88,9.66
20220219:0010,0.0,0.0,5.37,9.52
20220219:0110,0.0,0.0,4.91,8.97
20220219:0210,0.0,0.0,4.72,8.34
20220219:0310,0.0,0.0,4.4,7.79
20220219:0410,0.0,0.0,4.15,7.45
20220219:0510,0.0,0.0,3.9,6.97
20220219:0610,0.0,0.0,3.58,6.34
20220219:0710,34.81,4.06,3.36,6.34
20220219:0810,415.84,12.26,3.69,6.28
20220219:0910,668.83,19.22,4.68,6.21
20220219:1010,575.93,24.4,5.55,7.79
20220219:1110,929.39,27.3,6.21,7.66
20220219:1210,435.04,27.55,6.91,6.69
20220219:1310,827.34,25.12,7.44,7.38
20220219:1410,263.2,20.32,7.51,6.34
20220219:1510,267.56,13.65,7.36,5.03
20220219:1610,16.48,5.64,6.88,4.97
20220219:1710,0.0,0.0,6.6,5.38
